"gene_id","protein_id","gene_name","TM","Pharynx_1","NPharynx_1","NPharynx_2","Pharynx_2","NPharynx_3","Pharynx_3","mean.pharynx.tpm","mean.npharynx.tpm","high.pharynx","ph.enrch","prioritize"
"WBGene00268812","Bm17670","Bm17670","1",0,0,0,0,0.0741407618714341,0,0,0.024713587290478,"no",0.975882444034118,"no"
"WBGene00229561","Bm9300","Bm9300","0",0,30.1846653216533,0,5.086636894022,0.513715443317973,1.58930403878953,2.22531364427051,10.2327935883238,"no",0.287133705334277,"no"
"WBGene00225072","Bm4811","Bma-ath-1","4",8.09063382379969,136.273913945299,0,0.647625545726443,0.109009564753842,0,2.91275312317538,45.4609745033508,"no",0.084215907328702,"no"
"WBGene00227834","Bm7573","Bm7573","9",14.9827589622048,0,0,12.4529248458504,2.09610001692531,10.421994730963,12.6192261796727,0.698700005641769,"no",8.0174404747396,"no"
"WBGene00227833","Bm7572","Bm7572","7",17.1802308137528,0,0,31.8659623359592,3.25075117832246,15.8397620108833,21.6286517201985,1.08358372610749,"no",10.8604475244548,"no"
"WBGene00229564","Bm9303","Bm9303","0",0,0,0,0,0,0,0,0,"no",1,"no"
"WBGene00235467",NA,NA,NA,0,0,0,0,0,0,0,0,"no",1,"no"
"WBGene00229565","Bm9304","Bm9304","0",0,98.6253907685848,0,0,1.33330273597228,0,0,33.319564501519,"no",0.0291378988785169,"no"
"WBGene00268813","Bm17671","Bma-ndx-1","2",0,0,0,0,0,0,0,0,"no",1,"no"
"WBGene00235468",NA,NA,NA,0,0,0,0,2.07235387618057,0,0,0.690784625393523,"no",0.591441384657288,"no"
"WBGene00226631","Bm6370a","Bma-mig-1","7",0,0,0,0.509342511051758,0,0.265237499356111,0.258193336802623,0,"no",1.25819333680262,"no"
"WBGene00228289","Bm8028","Bma-ced-12","0",4.14135512463169,179.122657557186,0,0.663000558682311,0.223195032408562,3.62516846253714,2.80984138195038,59.781950863198,"no",0.0626804722100018,"no"
"WBGene00227386","Bm7125","Bma-sesn-1","0",0,0,0,0,0.0467391561743162,0,0,0.0155797187247721,"no",0.984659285295363,"no"
"WBGene00268814","Bm17672","Bm17672","0",0,0,0,0.909814831024515,1.83770117267979,0,0.303271610341505,0.61256705755993,"no",0.808196846284062,"no"
"WBGene00226817","Bm6556","Bma-cdap-2","0",0,0,0,0.274482072358708,0.0924026899124023,0,0.0914940241195694,0.0308008966374674,"no",1.05887958351616,"no"
"WBGene00227054","Bm6793","Bm6793","0",0,93.7605711681034,0,0,0.315819599319612,82.0734575639707,27.3578191879902,31.3587969224744,"no",0.876355794559677,"no"
"WBGene00227053","Bm6792","Bma-cogc-1","0",0,5.19067059205801,0,0,0.193892264069208,0,0,1.79485428537574,"no",0.35780040670906,"no"
"WBGene00226176","Bm5915","Bma-pigu-1","10",4.87131118982704,0,0,0.459655545902992,0,1.43617960309724,2.25571544627576,0,"no",3.25571544627576,"no"
"WBGene00226175","Bm5914a","Bm5914a","0",0,0,0,0,0.112345619635554,0,0,0.037448539878518,"no",0.963903231399889,"no"
"WBGene00224058","Bm3797","Bma-dhhc-3","4",0,0,0,1.74012456663275,0,0,0.580041522210918,0,"no",1.58004152221092,"no"
"WBGene00224056","Bm3795","Bma-gpaa-1","8",6.23414277641222,0,0,2.99412150318854,0.419980192819335,2.33876011635338,3.85567479865138,0.139993397606445,"no",4.25938852702697,"no"
"WBGene00225954","Bm5693","Bm5693","0",0,0,0,0,0,0,0,0,"no",1,"no"
"WBGene00226228","Bm5967","Bm5967","0",0,0,0,0,0,0,0,0,"no",1,"no"
"WBGene00222616","Bm2355a","Bma-sup-46","1",0,0,0,0.59619992962476,0,0,0.19873330987492,0,"no",1.19873330987492,"no"
"WBGene00220982","Bm721","Bma-fkh-10","0",0,0,0,0,0,0,0,0,"no",1,"no"
"WBGene00230900","Bm10639","Bm10639","insdc=CDQ",0,296.42540587535,0,0,0,0,0,98.8084686251165,"no",0.0100191898921526,"no"
"WBGene00224057","Bm3796a","Bm3796a","1",0,2.12119165668631,0,0,0,0,0,0.707063885562103,"no",0.585801157448023,"no"
"WBGene00235459",NA,NA,NA,0,0,0,0,0,0,0,0,"no",1,"no"
"WBGene00230899","Bm10638","Bm10638","1",0,0,0,0,0.302794831869274,0,0,0.100931610623091,"no",0.908321634469223,"no"
"WBGene00222685","Bm2424","Bma-pigo-1","13",0,0.945463775516199,0,2.42695344554443,0.0583584891702628,0,0.808984481848142,0.334607421562154,"no",1.35544314576846,"no"
"WBGene00230897","Bm10636","Bma-tres-1","0",0,0,0,0,10.1596044380307,0,0,3.38653481267689,"no",0.227970378146788,"no"
"WBGene00226587","Bm6326","Bma-crtc-1","0",0,0,0,0,0,0,0,0,"no",1,"no"
"WBGene00234367","Bm14106","Bm14106","1",17064.0155336188,214.6958890662,9538.97667561849,5935.31630756052,596.279649581523,4774.89856718399,9258.07680278777,3449.98407142207,"yes",2.68302507666235,"no"
"WBGene00230026","Bm9765","Bma-gap-3","2",0,0,0,0,0,1.06807684469778,0.356025614899261,0,"no",1.35602561489926,"no"
"WBGene00230025","Bm9764","Bm9764","0",0,0,0,2.16446496189859,0.0910817157300534,0.845350517796603,1.00327182656506,0.0303605719100178,"no",1.94424348250392,"no"
"WBGene00230024","Bm9763","Bm9763","0",0,0,0,0,0,0,0,0,"no",1,"no"
"WBGene00223135","Bm2874a","Bm2874a","1",0,0,0,1.50559101228712,0.253423945410642,0,0.501863670762372,0.0844746484702139,"no",1.3848766984834,"no"
"WBGene00230023","Bm9762","Bm9762","1",0,0,0,0,0,0,0,0,"no",1,"no"
"WBGene00223664","Bm3403a","Bma-ppfr-1","0",0,0,0,0.0836500558769982,0,0,0.0278833519589994,0,"no",1.027883351959,"no"
"WBGene00235458",NA,NA,NA,0,0,0,25.4444881076523,12.8485940323195,0,8.48149603588409,4.28286467743985,"no",1.794764131736,"no"
"WBGene00235457",NA,NA,NA,0,0,0,0,0,0,0,0,"no",1,"no"
"WBGene00230021","Bm9760","Bma-dyf-5","0",0,0,0,0,0.0556698181642961,0,0,0.0185566060547654,"no",0.981781468065244,"no"
"WBGene00221350","Bm1089","Bm1089","0",0,0,0,0,0,0,0,0,"no",1,"no"
"WBGene00222156","Bm1895","Bma-mlt-2","0",0,0,0,0.25231422759902,0.0424700111248993,0.394174018434908,0.215496082011309,0.0141566703749664,"no",1.19852890339113,"no"
"WBGene00227238","Bm6977a","Bma-grl-16","1",0,0,0,0.228794477938726,0,0,0.0762648259795752,0,"no",1.07626482597958,"no"
"WBGene00234260","Bm13999","Bma-eif-2alpha","1",0,0,0,0,0.282697338444874,0,0,0.0942324461482914,"no",0.913882606497376,"no"
"WBGene00226656","Bm6395","Bma-phb-1","1",0,2.52505378556558,0,0,468.774560412441,0,0,157.099871399336,"no",0.00632511583437128,"no"
"WBGene00234159","Bm13898","Bm13898","0",0,693.007046285272,0,0,289.96675958135,1030.38438058022,343.461460193405,327.657935288874,"no",1.04808502460359,"no"
"WBGene00234166","Bm13905","Bma-rla-1","0",458.616682777251,3732.33011849542,0,0,3649.7477164597,228.795100607369,229.137261128207,2460.69261165171,"no",0.093487407826192,"no"
"WBGene00228937","Bm8676","Bm8676","1",0,0,0,0,0,1.07368649199136,0.357895497330455,0,"no",1.35789549733045,"no"
"WBGene00232606","Bm12345","Bma-tns-1","0",0,0.915703965783009,0,0,50.7783550766608,0.0503295263402159,0.016776508780072,17.2313530141479,"no",0.0557707652301522,"no"
"WBGene00268816","Bm17674","Bm17674","2",0,0,0,0,0,0,0,0,"no",1,"no"
"WBGene00268817","Bm17675","Bm17675","0",0,0,0,0,0,2.52115813341454,0.840386044471512,0,"no",1.84038604447151,"no"
"WBGene00230101","Bm9840","Bm9840","0",0,0,0,0,0,0,0,0,"no",1,"no"
"WBGene00268818","Bm17676","Bm17676","0",0,0,0,0,0,0,0,0,"no",1,"no"
"WBGene00234851",NA,NA,NA,0,0,0,0,0,0,0,0,"no",1,"no"
"WBGene00268819","Bm17677","Bma-hot-5","1",0,0,0,0,0,0,0,0,"no",1,"no"
"WBGene00223423","Bm3162a","Bma-unc-15","0",1.70847394211322,802.622596407027,0,0,1077.97940132614,0.25184958756179,0.653441176558337,626.867332577721,"no",0.00263342443660845,"no"
"WBGene00223422","Bm3161","Bma-sue-1","0",0,0,0,0,0,0,0,0,"no",1,"no"
"WBGene00223421","Bm3160a","Bm3160a","1",0,0,0,0,0,0,0,0,"no",1,"no"
"WBGene00268821","Bm17679","Bm17679","3",0,0,0,0,0.295823346868447,0,0,0.0986077822894822,"no",0.910242960336595,"no"
"WBGene00222617","Bm2356a","Bma-fath-1","6",0,0,0,0.684195975407441,0,1.0688746314058,0.584356868937748,0,"no",1.58435686893775,"no"
"WBGene00234344","Bm14083","Bma-nola-3.1","0",0,145.088740923574,0,0,555.942797475908,0,0,233.677179466494,"no",0.00426117274067023,"no"
"WBGene00268822","Bm17680","Bma-nola-3.2","1",0,114.58505435827,0,0,445.215655637356,0,0,186.600236665209,"no",0.00533048368049023,"no"
"WBGene00225457","Bm5196a","Bm5196a","0",0,52.5878650958833,0,0,0.133653890766153,1.24047274317449,0.413490914391496,17.5738396622165,"no",0.0761011691764985,"no"
"WBGene00227528","Bm7267","Bm7267","0",0,0,0,2.77913098263192,0.233894308840768,2.17082730055535,1.64998609439576,0.0779647696135894,"no",2.45832347131872,"no"
"WBGene00222498","Bm2237a","Bm2237a","0",0,369.3722050478,0,0,0,0,0,123.124068349267,"no",0.00805645523305076,"no"
"WBGene00229742","Bm9481","Bm9481","0",7.17724064248763,37.2121383335611,0,1.14902354725976,0.290108746339377,35.0033648422714,14.4432096773396,12.5007490266335,"no",1.14387799127842,"no"
"WBGene00233883","Bm13622","Bm13622","8",0,0,0,1.3073285992514,0.0733506795375045,0.680784660573782,0.662704419941727,0.0244502265125015,"no",1.62302118434979,"no"
"WBGene00234865",NA,NA,NA,0,0,0,0,0,0,0,0,"no",1,"no"
"WBGene00232623","Bm12362a","Bma-itx-1","0",0,0,0,0.937842890753473,0.0526198335870385,0.162792291195633,0.366878393983035,0.0175399445290128,"no",1.3433166936908,"no"
"WBGene00227631","Bm7370","Bm7370","1",0,0,0,0.730813444930175,0.0615059551571064,1.71255308344434,0.814455509458171,0.0205019850523688,"no",1.77800292016586,"no"
"WBGene00229741","Bm9480","Bm9480","0",0,0,0,0,0,0,0,0,"no",1,"no"
"WBGene00226471","Bm6210","Bma-snx-3","0",0,0,0,0,0.230124072220648,0,0,0.0767080240735495,"no",0.928756893829641,"no"
"WBGene00221169","Bm908a","Bma-vps-51","0",0,0,0,1.08754342077982,0.0610191263209729,1.13266531306482,0.740069577948212,0.0203397087736576,"no",1.70538259266573,"no"
"WBGene00225868","Bm5607","Bm5607","1",0,0,0,0,0.0291109297613161,0.270185287464332,0.0900617624881108,0.00970364325377202,"no",1.07958584657116,"no"
"WBGene00226584","Bm6323","Bm6323","1",0,0,0,0,0,0.816227102741324,0.272075700913775,0,"no",1.27207570091377,"no"
"WBGene00224595","Bm4334","Bma-cutl-20","1",0,0,0,0,0,0,0,0,"no",1,"no"
"WBGene00224596","Bm4335","Bma-shc-1","0",0,0,0,0.847208261076102,0,0,0.282402753692034,0,"no",1.28240275369203,"no"
"WBGene00223966","Bm3705","Bma-stl-1","0",0,0,0,0.63735149726933,0.214560434717276,0.995692566466803,0.544348021245378,0.0715201449057586,"no",1.44126830334226,"no"
"WBGene00223964","Bm3703","Bma-calm-1","0",0,5.96572631830274,0,0,0,0,0,1.98857543943425,"no",0.334607581526972,"no"
"WBGene00227374","Bm7113","Bma-bre-4","1",0,0,0,0,0.122913845972445,0,0,0.0409712819908148,"no",0.960641294625862,"no"
"WBGene00224818","Bm4557a","Bm4557a","0",0,0,0,2.28914550012616,0.144492498176778,1.34106837110405,1.21007129041007,0.0481641660589262,"no",2.10851635838676,"no"
"WBGene00225003","Bm4742a","Bma-gfi-2","0",0,0,0,1.33859648089359,0.225315107975792,2.61400218567531,1.3175328888563,0.0751050359919306,"no",2.15563392531043,"no"
"WBGene00268823","Bm17681","Bm17681","4",0,0,0,0,0.185494620293352,0,0,0.0618315400977841,"no",0.941768973925855,"no"
"WBGene00228233","Bm7972","Bma-unc-13","0",0,0,0,0.2496500156957,30.4536291197432,0.167147954741406,0.138932656812369,10.1512097065811,"no",0.102135345561676,"no"
"WBGene00225087","Bm4826","Bm4826","4",0,0,0,2.46104667349673,0.414248061224703,0,0.820348891165575,0.138082687074901,"no",1.59948737630324,"no"
"WBGene00225148","Bm4887","Bma-xpa-1","0",12.5037068185995,0,0,12.010510120745,0.673877309387388,10.9452201657371,11.8198123683605,0.224625769795796,"no",10.4683509726389,"no"
"WBGene00224899","Bm4638a","Bma-pms-2","0",41.9690071119184,1.06858949068943,0,64.8957056715362,2.1227599135544,45.9709293055651,50.9452140296732,1.06378313474794,"no",25.1698994700902,"no"
"WBGene00227505","Bm7244a","Bm7244a","1",1.2809385332209,5.40937387998787,0,0.820275429278662,0.0345175804575612,0,0.700404654166522,1.81463048681514,"no",0.604130688604383,"no"
"WBGene00222898","Bm2637a","Bma-irx-1","0",1.65014023192915,0.360200048294658,0,0.528350678823027,0.0222332480227021,0.206351928898611,0.79494761321693,0.12747776543912,"no",1.59200267024144,"no"
"WBGene00235519",NA,NA,NA,0,0,0,52.0455438565614,4.38020251101802,0,17.3485146188538,1.46006750367267,"no",7.45854111379506,"no"
"WBGene00235636",NA,NA,NA,0,0,0,176.154148437593,14.8253008065225,137.597053512124,104.583733983239,4.94176693550751,"no",17.7697535311052,"no"
"WBGene00221102","Bm841","Bm841","1",484532.73645033,6227.10741793343,442809.33831029,215260.369390738,22587.8283088177,321487.549385874,340426.885075647,157208.09134568,"yes",2.16544655376892,"no"
"WBGene00228919","Bm8658","Bm8658","0",0,0,0,1.01977374852543,0.0686601034858543,0,0.33992458284181,0.0228867011619514,"no",1.30994427957634,"no"
"WBGene00223845","Bm3584a","Bm3584a","0",6.88507207665026,0,0,2.3854207600924,0.301138922632489,4.6582335824417,4.64290880639479,0.100379640877496,"no",5.12814722916434,"no"
"WBGene00226548","Bm6287","Bm6287","0",0,0,0,0,0,0,0,0,"no",1,"no"
"WBGene00222310","Bm2049a","Bm2049a","0",0,112.965730449043,0,0.28914191031423,0.0486689167890892,0,0.0963806367714101,37.6714664552773,"no",0.0283511523422405,"no"
"WBGene00233599","Bm13338","Bm13338","10",0,0,0,0.190041819891179,0,0,0.0633472732970596,0,"no",1.06334727329706,"no"
"WBGene00268825","Bm17683","Bm17683","0",0,0,0,0,0,0,0,0,"no",1,"no"
"WBGene00228570","Bm8309","Bma-fhod-1.1","0",277.652365077678,0,0,129.845583642143,7.37989937055172,89.5698050844754,165.689251268099,2.45996645685057,"no",48.1765512316056,"no"
"WBGene00229350","Bm9089","Bma-fhod-1.2","0",3.25299006758991,45.1572743370969,0,11.2703976853335,1.06709332166296,6.60262699104625,7.04200491465656,15.4081225529199,"no",0.490123406180034,"no"
"WBGene00223262","Bm3001","Bma-eaf-1","0",0,0,0,9.90174655132694,0.454549317181116,5.62503677879752,5.17559444337482,0.151516439060372,"no",5.36301023059129,"no"
"WBGene00234182","Bm13921","Bma-sac-1","2",4.81705357820436,0,0,4.62704952959496,0.519222523616213,5.42140268089527,4.95516859623153,0.173074174538738,"no",5.07654905843712,"no"
"WBGene00268826","Bm17684","Bm17684","1",93.7791387989663,0,0,123.164689151487,9.88353387101503,58.1711120539061,91.7049800014533,3.29451129033834,"no",21.5868520848969,"no"
"WBGene00229349","Bm9088","Bm9088","0",31.7167197349841,0,0,10.155228069573,1.70934732137289,19.831060927468,20.5676695773417,0.569782440457629,"no",13.7392730492349,"no"
"WBGene00220554","Bm293","Bm293","1",97.9856021682228,0,0,61.9517971316751,4.09665316972507,62.21779810983,74.0517324699093,1.36555105657502,"no",31.7269552315533,"no"
"WBGene00221463","Bm1202","Bm1202","1",0,0,0,27.2619515439131,2.29439179148563,9.46434759607202,12.2420997133284,0.764797263828544,"no",7.50346795336765,"no"
"WBGene00221462","Bm1201","Bm1201","0",0,0,0,11.3873890088946,1.91674699636791,10.6738639223726,7.35375097708907,0.638915665455969,"no",5.097120708017,"no"
"WBGene00233953","Bm13692","Bma-copa-1","0",10.7791975433032,0.312815998732499,0,13.5378888922582,0.707189968143161,6.56359403156396,10.2935601557084,0.340001988958553,"no",8.42801745726197,"no"
"WBGene00229348","Bm9087a","Bm9087a","1",12.5973056807379,4.12469500481142,0,16.1338894209684,0.848652181791251,12.6024602071871,13.7778851029644,1.65778239553422,"no",5.56023138982153,"no"
"WBGene00235489",NA,NA,NA,840.060152058038,0,0,1581.75529164065,87.4234233126896,995.805480056815,1139.20697458517,29.1411411042299,NA,37.8289252766597,NA
"WBGene00228545","Bm8284","Bma-goa-1","0",240.743911648035,19.7628510172048,338.94840979355,76.0566932412927,4.86364473159594,259.947674988967,192.249426626098,121.191635180784,"no",1.58152746168086,"no"
"WBGene00235512",NA,NA,NA,567.251661002884,0,0,942.942794577702,42.5137302539985,868.075528775018,792.756661451868,14.1712434179995,NA,52.31981582407,NA
"WBGene00233636","Bm13375","Bm13375","2",0,0,0,11.178540800433,0,2.49478618641229,4.55777566228176,0,"no",5.55777566228176,"no"
"WBGene00223731","Bm3470","Bm3470","0",33.4660478520075,0.356641247132181,0,2.35408742058233,0.220135820085429,2.04313157699328,12.621088949861,0.19225902240587,"no",11.4246054706929,"no"
"WBGene00255666",NA,NA,NA,0,0,0,0,0,0,0,0,"no",1,"no"
"WBGene00234391","Bm14130","Bm14130","1",0,0,0,1.83936058609534,0,0,0.613120195365115,0,"no",1.61312019536511,"no"
"WBGene00229014","Bm8753a","Bm8753a","0",0,0,0,0,0,0,0,0,"no",1,"no"
"WBGene00227320","Bm7059","Bma-drag-1","0",22.274346199014,0,0,27.1601608177443,1.52388332472052,17.2865175947584,22.2403415371722,0.507961108240175,"no",15.4117645409929,"no"
"WBGene00233322","Bm13061","Bm13061","0",0,0,0,80.2337143248597,7.87797006361198,67.8946045067123,49.3761062771907,2.62599002120399,"no",13.8930625794893,"no"
"WBGene00227294","Bm7033a","Bm7033a","0",5.0256517597263,0,0,0,0.159642916119108,1.48168291212061,2.1691115572823,0.053214305373036,"no",3.00899023220145,"no"
"WBGene00227649","Bm7388","Bm7388","1",18.1521982659368,250.747989370123,0,28.3007694709212,2.11717306402794,20.8780973746512,22.4436883705031,84.2883874780503,"no",0.27487550255932,"no"
"WBGene00234228","Bm13967","Bma-adsl-1","2",0,0,0,2.99151395125892,0.419614436065302,1.55781554161342,1.51644316429078,0.139871478688434,"no",2.20765517107794,"no"
"WBGene00231555","Bm11294a","Bma-rad-8","0",31.4953721255002,4.78215688599392,0,44.0932433666769,2.63356275196612,17.7765137456657,31.1217097459476,2.47190654598668,"no",9.25189354047517,"no"
"WBGene00224872","Bm4611","Bma-frh-1","0",0,0,0,23.1080113994824,1.94479223496259,32.4901216163845,18.532711005289,0.648264078320865,"no",11.8504742426878,"no"
"WBGene00229709","Bm9448","Bm9448","0",125.201230638756,0,0,30.0656971075103,2.53035768689006,11.7424181334198,55.6697819598953,0.843452562296687,"no",30.741112149527,"no"
"WBGene00223614","Bm3353","Bma-mrpl-13","0",13.3186597769812,0,0,2.13221967382561,0.358899274645797,0,5.15029315026895,0.119633091548599,"no",5.49313270275201,"no"
"WBGene00223613","Bm3352","Bm3352","6",65.2092556945101,0,0,43.2484217127234,1.94124178014271,36.0342299408521,48.1639691160285,0.647080593380902,"no",29.8491581490323,"no"
"WBGene00224759","Bm4498","Bma-rpt-5","0",7.99789801536363,0,0,18.5658691531933,1.93968151452406,12.0017558556843,12.8551743414137,0.646560504841352,"no",8.41461598324241,"no"
"WBGene00231553","Bm11292","Bm11292","0",61.7127808583433,0,0,34.7900507638141,3.9039517167012,24.5108841228032,40.3379052483202,1.3013172389004,"no",17.9627148093985,"no"
"WBGene00224838","Bm4577","Bma-mrpl-24","0",20.9249519385334,0,0,9.9683590132868,1.83042890844283,4.24715875502401,11.7134899022814,0.610142969480943,"no",7.89587641796792,"no"
"WBGene00221125","Bm864","Bm864","0",0,0,0,3.25284649103509,0.547525313877253,5.08170936266367,2.77818528456625,0.182508437959084,"no",3.19505989410706,"no"
"WBGene00225369","Bm5108","Bma-let-70.2","0",0,740.534645067295,0,0,96.6207436871901,4.75734493525961,1.58578164508654,279.051796251495,"no",0.00923322642345927,"no"
"WBGene00224839","Bm4578a","Bma-zipt-11","8",22.8187719825342,0,0,39.117961274436,4.20970456953622,23.0420156819519,28.3262496463074,1.40323485651207,"no",12.2028230269887,"no"
"WBGene00234294","Bm14033a","Bma-did-2","0",0,0,0,7.49898953643456,0.631122097371406,8.78638573388921,5.42845842344126,0.210374032457135,"no",5.31113379092501,"no"
"WBGene00221645","Bm1384a","Bm1384a","0",0,0,0,16.8905569348157,0.448902741812406,8.3327408182808,8.40776591769885,0.149634247270802,"no",8.18326867004233,"no"
"WBGene00231700","Bm11439","Bma-ahr-1","1",37.6437497000403,281.74498291401,0,63.360585043484,4.72498861183277,29.1313961467749,43.3785769634331,95.4899905086143,"no",0.459929332871798,"no"
"WBGene00234841",NA,NA,NA,0,0,0,0,0,0,0,0,"no",1,"no"
"WBGene00229711","Bm9450","Bma-gras-1","0",37.6887765849423,2.18748236889846,0,15.5060850549128,1.64842974042588,17.8493683101971,23.6814099833507,1.27863736977478,"no",10.8316532989144,"no"
"WBGene00229712","Bm9451","Bm9451","0",0,69.7478442918988,0,0,0.599467839766075,0,0,23.4491040438883,"no",0.040901294305301,"no"
"WBGene00226452","Bm6191","Bm6191","0",0,0,0,0.402744271841137,0.0677906825482916,0,0.134248090613712,0.0225968941827639,"no",1.10918397764172,"no"
"WBGene00229713","Bm9452a","Bm9452a","5",17.177112699463,0,0,2.74992966639292,0.347155047405812,9.66607941213961,9.86437392599852,0.115718349135271,"no",9.73755960401554,"no"
"WBGene00232873","Bm12612a","Bma-mfb-1","0",13.1538603510668,118.327734033407,0,8.06776452193852,1.56690171125848,0.969518534231768,7.39704780241237,39.9648785815553,"no",0.204981635321951,"no"
"WBGene00234429","Bm14168","Bm14168","0",0,0,0,0,0,0,0,0,"no",1,"no"
"WBGene00226546","Bm6285","Bm6285","1",1.47782683885753,3.94084610950213,0,1.39447322475259,0.0704161163627304,0.435698866315336,1.10266630997515,1.33708740862162,"no",0.89969519420554,"no"
"WBGene00225026","Bm4765a","Bma-dpf-3","2",0,58.4030487109745,0,1.49307509678155,0.125658621342978,0.583133397117396,0.692069497966316,19.5095691107725,"no",0.0825014649906794,"no"
"WBGene00222595","Bm2334a","Bma-coq-1","0",0,0,0,0.852253044171457,0.286905709690797,1.33141920034061,0.72789074817069,0.0956352365635991,"no",1.57706752257268,"no"
"WBGene00229714","Bm9453a","Bm9453a","0",0,127.55254233609,0,0,0,0,0,42.5175141120299,"no",0.022979253764947,"no"
"WBGene00229715","Bm9454","Bma-lron-9","2",18.4737130977951,0,0,1.64511776558097,0.276909354144818,4.28343317925673,8.13408801421093,0.0923031180482725,"no",8.36222827096907,"no"
"WBGene00226229","Bm5968a","Bm5968a","1",0,0,0,0,0,1.79144886896105,0.597149622987018,0,"no",1.59714962298702,"no"
"WBGene00226230","Bm5969a","Bm5969a","0",0,0,0,2.42585162043295,0.612485944337266,0,0.808617206810983,0.204161981445755,"no",1.50197169041951,"no"
"WBGene00226237","Bm5976a","Bm5976a","1",6.29311069092734,28.600983177814,0,1.5112212470449,0.593533820234734,0.786960710804053,2.86376421625876,9.73150566601626,"no",0.360039339912408,"no"
"WBGene00231502","Bm11241","Bma-cpn-1","0",0,0,0,3.83264256014846,0.161279422999827,0,1.27754752004949,0.0537598076666089,"no",2.16135356793762,"no"
"WBGene00224690","Bm4429","Bm4429","0",0,0,0,0.686246307967846,0.115510284977401,0,0.228748769322615,0.0385034283258002,"no",1.18319182759321,"no"
"WBGene00229717","Bm9456","Bma-mat-1.2","0",33.2906342218358,0,0,0,0,0,11.0968780739453,0,"no",12.0968780739453,"no"
"WBGene00225969","Bm5708","Bma-ztf-4","1",6.19261861386024,0,0,0.584333740670759,0,0,2.258984118177,0,"no",3.258984118177,"no"
"WBGene00227545","Bm7284a","Bma-mat-1.1","0",7.45497881458129,0,0,10.1446428155591,0.502225173901741,4.19514143606997,7.26492102207011,0.16740839130058,"no",7.07971698992361,"no"
"WBGene00229718","Bm9457","Bma-oaz-1","1",0,236.218090691346,0,0,0,2.06912862424247,0.689709541414156,78.739363563782,"no",0.0211904066686285,"no"
"WBGene00227303","Bm7042a","Bm7042a","0",0,0,0,0,526.448619875897,3.30029833147161,1.10009944382387,175.482873291966,"no",0.0118997351111207,"no"
"WBGene00224484","Bm4223b","Bm4223b","0",0,9.44439249584215,0,0,0,1.80865692179738,0.602885640599128,3.14813083194738,"no",0.386411544268153,"no"
"WBGene00224485","Bm4224","Bm4224","2",0,0,0,2.68842912619007,0.633530111948134,0.839991404394277,1.17614017686145,0.211176703982711,"no",1.79671568129213,"no"
"WBGene00233677","Bm13416","Bm13416","3",0,1083.83877697607,0,0,0.294467395698691,0,0,361.377748123923,"no",0.0027595513388367,"no"
"WBGene00229719","Bm9458","Bm9458","0",0,0,0,0,0,0,0,0,"no",1,"no"
"WBGene00236047",NA,NA,NA,0,0,0,0,3.53631028412464,0,0,1.17877009470821,"no",0.458974539089184,"no"
"WBGene00224668","Bm4407","Bma-pqn-44","0",9.04759051263621,36.266565688969,0,0.724226416726345,0.121903169187092,1.13141157220595,3.63440950052284,12.1294896193854,"no",0.35297712514889,"no"
"WBGene00223913","Bm3652","Bma-bckd-1B","2",0,0,0,0.789928916760505,0,0,0.263309638920168,0,"no",1.26330963892017,"no"
"WBGene00227960","Bm7699","Bma-ces-2","0",0,0,0,0,0,0,0,0,"no",1,"no"
"WBGene00268828","Bm17686","Bm17686","1",0,0,0,0.693100462980843,0,0,0.231033487660281,0,"no",1.23103348766028,"no"
"WBGene00224625","Bm4364a","Bma-gnrr-1","7",0,31.8309573580264,0,0.561550742934944,0.0945212900857249,1.75454800947289,0.772032917469278,10.6418262160374,"no",0.152212624083684,"no"
"WBGene00223869","Bm3608","Bma-let-381","1",0,0,0,1.01777952430609,0.171314587097594,1.5900103961401,0.869263306815397,0.0571048623658646,"no",1.76828560094963,"no"
"WBGene00223907","Bm3646a","Bm3646a","0",3.0685917838631,0,0,0.982518043414653,0.248068961258985,0.383730922590928,1.47828024995623,0.082689653752995,"no",2.28900335508482,"no"
"WBGene00225479","Bm5218a","Bm5218a","2",0,0,0,1.49804007611559,0,0.780096683671004,0.759378919928866,0,"no",1.75937891992887,"no"
"WBGene00222097","Bm1836a","Bma-fkb-7","1",0,0,0,1.46748089054066,0.123504588583655,1.14627471685845,0.871251869133038,0.0411681961945515,"no",1.7972618410478,"no"
"WBGene00222354","Bm2093a","Bm2093a","12",0,0,0,0.289507450023856,0,0.452278557688398,0.247262002570751,0,"no",1.24726200257075,"no"
"WBGene00222996","Bm2735","Bma-hlh-15","0",0,2376.40453691929,0,0,0,15.1589974208272,5.05299914027574,792.134845639764,"no",0.00763174026907522,"no"
"WBGene00229721","Bm9460a","Bm9460a","0",0,0,0,0.454726753313881,0.102053963719774,0.236796623730158,0.230507792348013,0.0340179879065913,"no",1.19002551864617,"no"
"WBGene00225262","Bm5001a","Bm5001a","0",0,93.1991159916577,0,0.906932249381665,2.74781812968418,0,0.302310749793888,31.9823113737806,"no",0.0394851268922639,"no"
"WBGene00234050","Bm13789","Bma-unc-101","0",7.90002355068955,1.998071460654,0,16.3997677256352,1.63116916425932,5.82279197805212,10.0408610847923,1.20974687497111,"no",4.99643701722021,"no"
"WBGene00221504","Bm1243","Bm1243","0",0,0,0,0,0,0,0,0,"no",1,"no"
